Tue Nov 03 21:03:06 +0000 2015,GO VOTE https://t.co/JeKpaK0dpi,,Retail,1
,,,Morristown,1
,,,chefjobs,1
,,,FirstFriday,1
Tue Nov 03 21:03:08 +0000 2015,@SpikeLee Why Would You Make A Movie About Us Then Make Fun Of Us Go Through The Shit We Go Through Scrap This Movie And Make A Better One,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:09 +0000 2015,See How My Brother Treat Me 😂😂😂😂💀 https://t.co/O5pcsiJEHt,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:10 +0000 2015,Yea you did you ain't ready for this shit 💯,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:11 +0000 2015,Vapor Smoke hasGreensmoke Intro Kits & Leno E Cigarettes available for bidding on the Hooiser Auction - https://t.co/tH9iFExjai,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:11 +0000 2015,Shoutout to @Mi_CHWA by Mike Spencer of @UMSocialWork during his @CHASSCenter REACH Detroit RCT presentation #APHA15 https://t.co/NVV2Q99a4Z,APHA15,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:12 +0000 2015,@JustinOlan___ tryna just plug myself,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:14 +0000 2015,@EmilyeOberg ily2,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:14 +0000 2015,https://t.co/1SpKhrk9O2,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:17 +0000 2015,issa will forever remain my # 1 spirit animal,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:21 +0000 2015,i want my Thai. i hate Bedford so much,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:22 +0000 2015,Tattoos can make a guy so much hotter #thoughtoftheday,thoughtoftheday,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:22 +0000 2015,@Polyzentricks #Ghanian  https://t.co/GCFHckSjuv,Ghanian,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:24 +0000 2015,"@CandiceNicolePR Yep, I will! I seriously need to email you. I'm going to DM you my number, too.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:24 +0000 2015,@halsey I'm so excited for your People's Choice Award,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:24 +0000 2015,Love the experience of this site. @siteinspire #webdesign https://t.co/Rq2NZSlmmO,webdesign,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:26 +0000 2015,"Indiana, how are we",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:26 +0000 2015,@EmBraceYoFace might buy his album honestly,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:27 +0000 2015,"We're #hiring! Click to apply: Retail Associate Chocolateer - Chicago - https://t.co/CtN6tL8gTO #Job #Chicago, IL https://t.co/XaBoCZ7efJ",hiring,,
,,Job,,
,,Chicago,,
,,,,
Tue Nov 03 21:03:29 +0000 2015,I'm not updating https://t.co/mu8ojynqTO,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:30 +0000 2015,@YEMolly  @shanscheaf Wait...this is Adam.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:31 +0000 2015,"@talcotts totally. We got white cheddar lentil chips last time! also, weird condiments and spices.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:32 +0000 2015,Gross,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:32 +0000 2015,Hello @MapleLeafs #goleafsgo #tmltalk #leafs from https://t.co/0nCdTpchzX https://t.co/6k96zpDw4D,goleafsgo,,
,,tmltalk,,
,,leafs,,
,,,,
Tue Nov 03 21:03:33 +0000 2015,"We're #hiring! Click to apply: Custodian - Full Time 2nd Shift- $500 Bonus - https://t.co/U2DxyFLpJY #Hospitality #Elizabeth, IN #Job #Jobs",hiring,,
,,Hospitality,,
,,Elizabeth,,
,,Job,,
,,Jobs,,
Tue Nov 03 21:03:33 +0000 2015,Yüzlerce siktiri boktan üniversite açtığınız ülkede cahil fakir rakamları yükseldi. #Irony Mr. Malak diycen sen 😁 https://t.co/bxeSV2FZm3,Irony,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:34 +0000 2015,@saraheatherly @IndyMonumental Head to @IariasRest for a great pre-race carb chow down. Other options: @Pizzology & @BlackMarketIndy,,,
,,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:35 +0000 2015,who the fuck are THESE people https://t.co/YFdhN6uN3X,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:35 +0000 2015,wtf??? https://t.co/AzsIftFabt,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:37 +0000 2015,#BiharElections in numbers - The Hindu @ashrut13 https://t.co/VBbQ6c6FN7,BiharElections,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:40 +0000 2015,@AudreeAu look bro https://t.co/n7VbU9tN5d,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:40 +0000 2015,@HilariousRoasts @titantnt8,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:41 +0000 2015,Did 'All Eyes On You' go #1 on iTunes?,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:41 +0000 2015,“She is a Distinguished Professor of the Practice of Cyber Analytics and serves as a faculty member at the Dr. Chan Center for Sensemaking”,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:42 +0000 2015,Ugh Clare you're too much today,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:43 +0000 2015,@fmanjoo probably but why? don't hey have their own phone?,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:46 +0000 2015,Does Chicago have competition?  https://t.co/oOBLsqQ5ho,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:46 +0000 2015,Love this picture https://t.co/bQgXTiMcEx,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:46 +0000 2015,https://t.co/9oswmcMsVm,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:48 +0000 2015,"@ESPN_JorgeRamos si esta en tv el partido, don Jorge. Saludos craks",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:48 +0000 2015,"""The simple declarative sentence is the bedrock of Western civilization."" https://t.co/GDyFQvJCt1",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:51 +0000 2015,Wanna Be,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:51 +0000 2015,"""... a mission."" #PearlPrimus #Dance 🙌🏽🙏🏿🙌🏽 https://t.co/fwqyNSRhi2",PearlPrimus,,
,,Dance,,
,,,,
,,,,
Tue Nov 03 21:03:54 +0000 2015,"Join the Supplemental Health Care team! See our latest #Healthcare #job opening here: https://t.co/3Opl1smOyE #Bloomington, IN #Hiring",Healthcare,,
,,job,,
,,Bloomington,,
,,Hiring,,
Tue Nov 03 21:03:56 +0000 2015,@CheyGoss  https://t.co/8ud97hgN64,,,
,,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:57 +0000 2015,browned hamburger or ground italian sauage 1cup olive oil 1cup butter pour over al dente (not cooked too long) angel hair pasta and enjoy,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:57 +0000 2015,I'm the type of person to give second chances to people who don't deserve them,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:57 +0000 2015,I too am a distinguished professor of cyberanalytics. AMA.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:57 +0000 2015,Vip guest at my table today.. peanutsmovie #snoopy @ Maggiano's Little Italy Old Orchard https://t.co/w1LDp3rpPH,snoopy,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:58 +0000 2015,"our theme was ""argyle""",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:58 +0000 2015,Protect yourself from fraud at #ChiSmallBizExpo Sat Nov 14th feat. @ChicagoBBB. Register at https://t.co/cWFovuZEdf https://t.co/Fm5eNrnj2G,ChiSmallBizExpo,,
,,,,
,,,,
,,,,
Tue Nov 03 21:03:58 +0000 2015,"we both know that we lost it somehow, let's get it found.  strip it down, down, down 🎶",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:01 +0000 2015,"2015/11/06: Skokie, IL, United States: The Avenue Workshop Series https://t.co/NECeAHTg1z https://t.co/Sp7nuliyzl",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:02 +0000 2015,@LeslieMac Thank you!!!!!!!!!!!!,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:04 +0000 2015,Hanover defeats Transy 1-0 to advance to HCAC championship.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:05 +0000 2015,Truest shut ever! https://t.co/A4pNJYJKLq,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:05 +0000 2015,I really have to stop eating so much spicy food 💩,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:07 +0000 2015,Getting ready to jet back off to Paris for @littlelvnparis @elevenparis Youth Collection launch tomorrow. Well needed sleep on @airfrance.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:07 +0000 2015,can we all just take a second to look at this beautiful human 😍 https://t.co/1aLs248nhl,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:07 +0000 2015,Any classes? B lunch https://t.co/b6re1Je3Bp,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:08 +0000 2015,@hay_ganshaw  https://t.co/lZ0d0fLjlm,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:10 +0000 2015,"@kevinmeyers @bjaverell BJ, where was the site of your nefarious plot? Logan?",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:12 +0000 2015,👏🏾👏🏾👏🏾 https://t.co/uN8nzNDch0,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:13 +0000 2015,Spending waaay too much lately.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:15 +0000 2015,so much i don't understand.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:17 +0000 2015,"@DanHRothschild Yes, the debris field of wreckage & description of dead passengers sounds like Pan Am 103! @BulletSpongeRTR @LaDonna196153",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:19 +0000 2015,@rachel__cunn haha 😂,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:21 +0000 2015,Don't want to go to Physical Therapy 😒,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:21 +0000 2015,Can you recommend anyone for this #Hospitality #job? https://t.co/9NFYnd2NBo #Veterans #Hiring #CareerArc,Hospitality,,
,,job,,
,,Veterans,,
,,Hiring,,
,,CareerArc,,
Tue Nov 03 21:04:21 +0000 2015,Very!  https://t.co/gGT0oH8ChH,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:22 +0000 2015,it literally breaks my heart how upset @its_mariahhh44 is :'( honestly almost started crying when she called me,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:23 +0000 2015,I wanna squeeze and strangle my kitty to death bc she's so furry and cute,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:23 +0000 2015,Some more P&P. Fun fun.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:24 +0000 2015,@afriendlysoul Quixote and madness... His nobility comes out of his passion for a fantasy. Don Quixote is the finest novel ever written.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:25 +0000 2015,Wtf they changed the favorite button to a heart!?,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:26 +0000 2015,"@mcbriggins I ""like"" it.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:26 +0000 2015,@ponyshow it is still going on!!!!! I hate it!!!!!,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:27 +0000 2015,@sherigro12 @bruceruns  ICYMI  https://t.co/AMxC3qqKwo,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:28 +0000 2015,"If the movie is anything like the trailer, Chiraq is going to be god awful. Lmfao",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:28 +0000 2015,Drying  roses for Bath Salts  and Bath Bombs 🌿 #nature #roses https://t.co/DVzfkkslCo https://t.co/0TUWFEf1JY,nature,,
,,roses,,
,,,,
,,,,
Tue Nov 03 21:04:28 +0000 2015,😂👋👏 https://t.co/n9YJweVH2c,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:28 +0000 2015,"#Underwriting #Job in #Chicago, IL: Underwriting Technician at CNA Insurance https://t.co/a1YfU46Lgg #Jobs #Hiring #CareerArc",Underwriting,,
,,Job,,
,,Chicago,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Tue Nov 03 21:04:30 +0000 2015,"#Petty #funny #true @ Chicago, Illinois https://t.co/BRun7dz3kW",Petty,,
,,funny,,
,,true,,
,,,,
Tue Nov 03 21:04:31 +0000 2015,this website for cool new songs https://t.co/EWLVpgcwvQ,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:34 +0000 2015,@LouCanellis @alexei They should keep him he's a great ball player.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:34 +0000 2015,https://t.co/QbBzPbVujB,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:35 +0000 2015,When I dance I hold my breath,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:35 +0000 2015,"@TheSportsHernia When he's not busying with his duties as the undertaker in an Old West movie, he also runs the Titans.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:35 +0000 2015,I recorded myself watching the video from all the Larry clips last night during if I could fly and I started crying I'm laughingdn,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:35 +0000 2015,"Touching the heart instead of the star makes me feel like it's intimate, not a fan.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:36 +0000 2015,how do you lose your child? how??,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:36 +0000 2015,Hello @NHLBruins #bruins #bostonbruins from https://t.co/0nCdTpchzX https://t.co/lZI6tbOKea,bruins,,
,,bostonbruins,,
,,,,
,,,,
Tue Nov 03 21:04:37 +0000 2015,I'm so hungry 😑,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:37 +0000 2015,"Vinyl Casement Windows - 5 different flanges & Brickmould options, a vinyl sill, and a vinyl composite jamb liner. https://t.co/eLRnRAxDyU",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:39 +0000 2015,Biggest pet peeve: people that don't have their reads on and take a decade to respond to one text😑,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:40 +0000 2015,@LeoInStilettos Yes?,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:40 +0000 2015,@RyanLuzin4 what did she say about you pad leverage,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:43 +0000 2015,@PrettyGirlDria ppl judging the movie & haven't seen it,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:43 +0000 2015,@caree_less yes,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:44 +0000 2015,Butthurt #GOPeMafia tactics haven't worked. https://t.co/8fZJyPp2Fv,GOPeMafia,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:44 +0000 2015,"Well, that's good to know..",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:44 +0000 2015,"'spike', 'raq', 'cannon' & 'stewart' are now trending in #Chicago https://t.co/7wI2nAon3k",Chicago,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:44 +0000 2015,@maddie_whaley 😏😏😂 https://t.co/poSoJ5TTzy,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:46 +0000 2015,"@aly_rober   ugh I hate ""liking"" this. I don't like this. I favorite it damn it",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:49 +0000 2015,@HotchGreggirl I'm glad to hear that and I hope it's remained a good one! 😀💞,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:49 +0000 2015,When it's 70 degrees in Nov outside and 40 degrees in your office... https://t.co/7r1q8dOIbl,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:51 +0000 2015,@infinitebrads Ha! Now I'm catching on. It went over my head the first time,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:51 +0000 2015,@__KARMA103 😂😂😂 these hoes already Like that tho 😩,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:52 +0000 2015,"I'm at Barnes & Noble - @bnbuzz in Chicago, IL https://t.co/BEk3KMrpjI",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:52 +0000 2015,It's been too long... 8 long days...,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:52 +0000 2015,Actually Move Out Here And Live Through Our Problems We Lose Our Loved Ones To This Shit This Chiraq Shit Is Not A Fucking Game @SpikeLee,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:53 +0000 2015,What'll come back first?,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:54 +0000 2015,@heavee773 and by comedy I mean a fucking disgrace of a joke!!,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:54 +0000 2015,"that low key just made me feel a way, lol. I'm gonna be honest.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:04:57 +0000 2015,ONFG WHAT HAPPENSD TO FAVORTIES WHAT IS THIS MESS I WNAG TO CEY,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:02 +0000 2015,"my child is wearing a tracking bracelet until eighteen, i can promise that.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:03 +0000 2015,Wo liegt Chicago? https://t.co/EOrQG4i45f #Chicago #quiz,Chicago,,
,,quiz,,
,,,,
,,,,
Tue Nov 03 21:05:03 +0000 2015,Just your daily public service announcement! 😝 https://t.co/OzJxxJl50f,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:03 +0000 2015,"Remember I'm rubber your glue, its been fuck what you say since the 3rd and 4th grade, okay?",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:03 +0000 2015,@3kingjames23 @Riley_Logsdon that'd be great,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:05 +0000 2015,notice how their all towheaded little angels and then there's me,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:05 +0000 2015,@morespaghetti 👖,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:07 +0000 2015,"I'm at Gold Coast in Chicago, IL https://t.co/LRZ7djn0O7",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:07 +0000 2015,RIP Abuelo Mauricio I wish I could have know you more #regrets,regrets,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:08 +0000 2015,"Josh just told me ""not to do something"" he must be having a bad day, bc in this relationship I tell him what to do.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:08 +0000 2015,Like the whole chiraq movie just looks like a parody 🗑,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:09 +0000 2015,"Asked my mom to see how nice this pen writes, and she draws the new Twitter ""like"" button https://t.co/SEe1OuWvWD",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:09 +0000 2015,Coworkers want to play a game of football... I might just accidentally put a couple on the ground 😇,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:11 +0000 2015,Wtf is this heart bs ?,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:11 +0000 2015,Happy birthday @leilarquibi !! I hope you have an amazing day 😍😊🎉,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:11 +0000 2015,"“research areas: cyber crime, cyber analytics, cyberstalking, cyberbullying, child welfare in cyberspace, personal cyber security.”",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:11 +0000 2015,https://t.co/SyHoCAwLou,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:12 +0000 2015,@OGZAVES I mean like girly colors lol,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:12 +0000 2015,I was just thinkin of how ion really fuk with anybody fr. No real clique of friends.  Shit sad,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:15 +0000 2015,LMFAO https://t.co/1mGZQEA1B9,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:15 +0000 2015,"Chicago, November, sunny and 70. Loving it.",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:15 +0000 2015,@Max_Bontrager Sounds like your pocket knows whats up!,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:17 +0000 2015,@maddie_whaley & the results are in,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:18 +0000 2015,FREE Coffee Day in Chicago – November 4 https://t.co/n7hFb41X4V via @FreeChicago,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:19 +0000 2015,@sconwayyy look how beautiful he is https://t.co/1AgpnKSvyM,,,
,,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:20 +0000 2015,@sydneykucharski aww I love you,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:20 +0000 2015,I think he just needs a nap or something,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:21 +0000 2015,Lately I've been cheating  on @pizzahut with @PapaJohns,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:22 +0000 2015,@ZJay_Justin has your passes to Christmas Gift & Hobby Show. Just stay tuned during the 4 o'clock hour for your chance to win1,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:29 +0000 2015,Hello @NHLFlames #flames from https://t.co/0nCdTpchzX https://t.co/6ok7eFyVtR,flames,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:30 +0000 2015,I literally am so disappointed by Nicki's verse on the hills. I just don't understand what happened.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:31 +0000 2015,Everybody real I fuks with don't stay here,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:33 +0000 2015,Pretty much https://t.co/gcSAYKgrZT,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:37 +0000 2015,https://t.co/TzD5ATswzA,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:38 +0000 2015,if u see my picture u could atleast fav it ;(,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:39 +0000 2015,@sillybabybean @geckokeeperuk @Leolupus79 it's not like we got our English from the English? Did we?,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:40 +0000 2015,Because I got ios9 it takes me forever to find an emoji 😐😫,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:40 +0000 2015,https://t.co/V8wQ1gP6F7,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:41 +0000 2015,@DCComics @CW_Arrow @amellywood @mattryanreal after tomorrow people will forget about #Olicity it will be all about #CostanQueen ! #Arrow,Olicity,,
,,CostanQueen,,
,,Arrow,,
,,,,
Tue Nov 03 21:05:42 +0000 2015,Wow that #chiraq trailer just ruined my day @SpikeLee that shit is corny as fuck. #dotherightthing,chiraq,,
,,dotherightthing,,
,,,,
,,,,
Tue Nov 03 21:05:45 +0000 2015,@llewelly because in the land of the Twitter poll THERE CAN BE ONLY ONE,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:47 +0000 2015,"Tuesday Blues? Tuesday Booze and Tunes - we've got it. Mudflapps at 9 pm, Happy Hour from 5-7 pm, and we will make you happy....... or ...",,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:48 +0000 2015,Route 9 broke down at school. Another bus is on its way from the west side. Expect major delays with drop off.,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:49 +0000 2015,LMAOOOOOOO,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:49 +0000 2015,@MaxBlumenthal Your bird trainer did a great job with you. https://t.co/PXWd5BWMtc,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:50 +0000 2015,Not having tint on my front windows feels like I'm walking outside with no pants or boxers on,,,
,,,,
,,,,
,,,,
Tue Nov 03 21:05:50 +0000 2015,@irritatedwoman Coed showers? We were never offered that when I was in school. Seems unfair.,,,
,,,,
,,,,
,,,,
