created_at,text,entities__hashtags__text,entities__hashtags__text,
Mon Nov 09 21:00:25 +0000 2015,"@dangercart It was brutal that it was mostly weekend days, too.  Cheers",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:26 +0000 2015,like ask your fucking friends or don't make your mediocre joke,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:27 +0000 2015,"Great to see @google doing more w #opensource, although i get that it benefits them also. #machinelearning https://t.co/4nq8pPWuBm",opensource,,
,,machinelearning,,
,,,,
,,,,
Mon Nov 09 21:00:27 +0000 2015,VERY RARE CATCH OF A FDNY HAZMAT OPERATIONS REMOVAL TRUCK ON SCENE OF A… https://t.co/CtoXitwsXm,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:28 +0000 2015,Too many coed group chats going on 😫😫,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:29 +0000 2015,@BestOfMeech @roach_nigga @SofBetanzos,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:30 +0000 2015,This is me https://t.co/GX9sBsJmEi,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:31 +0000 2015,"Que lugar lindo! (at @CentralParkNyc in New York, NY) https://t.co/j8Udv6XFl6",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:31 +0000 2015,@ashleyfeinberg is that like Carlin’s “one person you can kill each year” thing?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:31 +0000 2015,I have a problem https://t.co/c2ax8PZbNV,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:32 +0000 2015,love love love 🌝🍂❤ https://t.co/S0joBl1eZM,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:32 +0000 2015,"Girl I babysit just sang- ""bounce that booty like a basketball, and if you can't don't shake it at all.""  Ten year olds everybody",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:33 +0000 2015,I have the weirdest eyebrows ever. I should just bleach them,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:33 +0000 2015,.@conor64 A list of things I'm worried about on campus: 1: Whole groups of people who don't have access to higher education at all.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:33 +0000 2015,Egdy meets ethereal in this Egyptian Inspired shoot featured on @grnweddingshoes today! Channeling… https://t.co/1hG9LKvPvw,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:33 +0000 2015,"Es cierto que no conozco personalmante a la mayoria de uds, pero no es mentira que los adoro inmensamente.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:33 +0000 2015,"See our latest #Albany, NY #job and click to apply: Production Associate - https://t.co/H4GBoNEEvX #parttime #Hiring https://t.co/huu1t1GmTc",Albany,,
,,job,,
,,parttime,,
,,Hiring,,
Mon Nov 09 21:00:35 +0000 2015,😁😁😁 https://t.co/SERRoLkqqR,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:35 +0000 2015,@Lizabelle26 actually this is me always https://t.co/Jim8gYNxf1,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:35 +0000 2015,Top 10 Candidates for President https://t.co/3cfqxuC2Bh #Election2019,Election2019,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:35 +0000 2015,What's wrong with this picture @AdamRubinESPN https://t.co/eAiWmkG9vf,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:35 +0000 2015,"@weather_talk Warm autumn continues on Long Island, golf in season https://t.co/sjkuVKLltn",,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:36 +0000 2015,"In UNSC discussion, @BurundiGov Minister describes ""voluntary"" civilian #disarmament program to seize weapons used against security forces.",disarmament,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:37 +0000 2015,Lmao https://t.co/rVsprWTBuj,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:37 +0000 2015,@luke_brooks yo follow me,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:38 +0000 2015,Grieving in Greenwhich Village,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:38 +0000 2015,@LouFlynn_ted9 : Don't understand what the delay is.  Maybe this is why Tom didn't  come to throw out the first ball vs KC.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:39 +0000 2015,@cause_boredom Ra's: Ah yes my student how are you,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:39 +0000 2015,Going to The Daily Show Tomorrow 🙃,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:39 +0000 2015,@tvkatesnow #Aye to Congress' bill to fund CDC study on HS football safety! But @GOP hypocrisy blocking the same on gun deaths is outrageous,Aye,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:39 +0000 2015,#CRUNKEnergy = #Weekend #Recovery. #HappyMonday! https://t.co/xXgn15wHmT,CRUNKEnergy,,
,,Weekend,,
,,Recovery,,
,,HappyMonday,,
Mon Nov 09 21:00:40 +0000 2015,I know I'm in court but Gdamn that ass that just walked in then left. Yea ima need a job in this building ASAP.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:40 +0000 2015,So yea. I have to wait till fucking summer to play now because theirs no spring team and I can't do continuing Ed ANYMKRE cause I'm too old,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:40 +0000 2015,Don't wear @reebokclassics too often...but when I do Keep It #CLASSIC #GL6000 #GumSoles @distinctlife… https://t.co/6cKqcJq65K,CLASSIC,,
,,GL6000,,
,,GumSoles,,
,,,,
Mon Nov 09 21:00:41 +0000 2015,Team work in action. Another gorgeous case where a mild gum lift was done by myself and a full set of… https://t.co/4kQ46nzEhq,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:41 +0000 2015,@iamironwolf @kidsmoove @zaire2005 when you grow a pair of balls and stop answering to other men then question me on the ppl i know,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:42 +0000 2015,@Irma_Zuleide Amei que você tocou Marjorie sábado <3,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:42 +0000 2015,We're #hiring! Click to apply: Claims Career Development Program – Personal Insurance – Mitchel Field¸ NY... - https://t.co/4IPbXDnnXl,hiring,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:42 +0000 2015,The man himself @aubreyflynn after his talk at #Tech808s . Had to pose for for the selfie. Funniest… https://t.co/7oMpHsPFjD,Tech808s,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:42 +0000 2015,would you take me to the west side? would that be alright? i could stare at your window and fuck you tonight.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:43 +0000 2015,add me on sc: alanaa_morgan,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:43 +0000 2015,Made it! @colbertlateshow #nyc @ The Late Show with Stephen Colbert https://t.co/X679FJ22kW,nyc,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:43 +0000 2015,Getting insane hummus envy from my Bacardi team's photos of Beirut. So @thebartrainer and I went to… https://t.co/PMi1X6fJgg,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:44 +0000 2015,"Of course! All your shit would be cripsy fucking with me, unless you would like to be cripsy. Lmao  https://t.co/72eYjJ7tOQ",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:44 +0000 2015,🌮 + 🍕,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:49 +0000 2015,I'm at 525 Fashion Ave https://t.co/Nqyo1drvcc,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:50 +0000 2015,@AmUntamedd @JustinJukes,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:50 +0000 2015,i don't have a life.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:52 +0000 2015,@abbyschultz32 stop biting your nails.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:52 +0000 2015,@luke_brooks we can keep it on the low key like our relationship,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:53 +0000 2015,Eat it until she cums or don't eat it at all.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:54 +0000 2015,To nap or naw,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:55 +0000 2015,I made Ra's Maraq basically Bang Shishigami,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:56 +0000 2015,"“It’s OK to appreciate the success and celebrate, but move on,” https://t.co/SN7r9UrJfo",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:57 +0000 2015,"""Breed of cat gains attention for resemblance to a werewolf"" Okay, so calling it ""Werecat"" would have just made too much sense for you, huh?",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:58 +0000 2015,"""Y no quería escribir una canción porque no quiero que todos piensen que me importa, porque no me importa""  #LoveYourself",LoveYourself,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:58 +0000 2015,@luke_brooks follow me so i can go to sleep,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:58 +0000 2015,🙌 davygilby in @dominicnahr #irresistible #nuttiness (still up… https://t.co/hdRiXqFI4U,irresistible,,
,,nuttiness,,
,,,,
,,,,
Mon Nov 09 21:00:59 +0000 2015,My favorite character on Sex & the City also happens to be one of the… https://t.co/A6ACznXND5,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:59 +0000 2015,are those feelings real anyway,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:00:59 +0000 2015,"Might have to dive on my brothers co worker, she has kids already but it's cool",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:00 +0000 2015,"Buenos dias a toda mi gente bella del mundo..Que Dios me los bendiga. @ Bronx ""Throggs Neck Area"" https://t.co/YeV77HsIeU",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:01 +0000 2015,"LMFAOOOOOO bitch you're a joke, you don't even compare bye.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:01 +0000 2015,@iamironwolf @kidsmoove @zaire2005 cuz i answer to NOBODY. You are afraid of zaire and an xbox community,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:02 +0000 2015,Here it is friends- @freshdotdaily has been asking for #solo #2hungrybros albums for years. We just… https://t.co/WiiViGPqVk,solo,,
,,2hungrybros,,
,,,,
,,,,
Mon Nov 09 21:01:04 +0000 2015,@KellyWhiteside what about social? Lol,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:04 +0000 2015,"Robert Half Finance & Accounting #Accounting #Job: Accounting Manager/Supervisor (#WhitePlains, NY) https://t.co/8ry4favukg #Jobs #Hiring",Accounting,,
,,Job,,
,,WhitePlains,,
,,Jobs,,
,,Hiring,,
Mon Nov 09 21:01:04 +0000 2015,"@mickfitzg Sure am Mick,great 2 hear that Hughsie had his 1st winner as a trainer. Im well pleased 4 him. next stop NY. See u at Cheltenham.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:05 +0000 2015,This #Healthcare #job might be a great fit for you: Registered Nurse / Travel RN / ED / Cath Lab / Pedi / LD... - https://t.co/mmchU3gpD1,Healthcare,,
,,job,,
,,,,
,,,,
Mon Nov 09 21:01:05 +0000 2015,@WTH_rqu3l @RachyPurp same here I love you guys 😔❣,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:06 +0000 2015,I wanna turn my humanity off,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:06 +0000 2015,"My Birthday Party.... You've Been Warned.. Bagay Yo Dwòòòòòl!!.. @ Brooklyn, New York https://t.co/LxssmKIyBJ",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:07 +0000 2015,@DiRtYsAnChEz4  https://t.co/uTCQHxJg8C,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:07 +0000 2015,@Remymeow  Very erotic scene. Is there an interracial DP scene in your future?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:08 +0000 2015,It's #mythology #monday! This #Antiques Flemish #Boar #tapestry is on #sale w/ #discounts @1stdibs  https://t.co/TmvK7Ty57Z #interiordesign,mythology,,
,,monday,,
,,Antiques,,
,,Boar,,
,,tapestry,,
,,sale,,
,,discounts,,
,,interiordesign,,
Mon Nov 09 21:01:09 +0000 2015,Practicals coming together for LA GLORIA. So much glitter and confetti. @ Teatro SEA https://t.co/bUwnGIg9E7,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:10 +0000 2015,"""Hoy salio #LoveYourself"" ""El viernes video de The Feeling"" ""El viernes lanzamiento del álbum""",LoveYourself,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:10 +0000 2015,@luke_brooks follow me and i ll give u free follow lol,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:10 +0000 2015,"""lets have a photoshoot"" https://t.co/C9dry8qzdZ",,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:13 +0000 2015,When I think my hot line blinging and it's a Twitter notification from @KeithTPowers 😘😘 still lit,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:13 +0000 2015,"If you're a #IT professional in #Melville, NY, check out this #job: https://t.co/UvujWifUlh #Hiring #CareerArc",IT,,
,,Melville,,
,,job,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 21:01:14 +0000 2015,@doganoncel @eyupyildizz 60 yas ustu yunanlilar var yeryuzune uygarligin yunanistandan yayildigini idda ederler eyup gibi Her seyi sivas,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:14 +0000 2015,Todas las mañanas me despierto de buen humor leyendo sus buenos deseos y atendiendo a sus dudas aqui en #Twitter y uds me animan el dia...,Twitter,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:14 +0000 2015,WOW MY WIFE IS SO BEAUTIFUL IM BLESSED https://t.co/QHIj5Jk5sM,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:15 +0000 2015,@wthmateo @ToniAnneLa I love u,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:15 +0000 2015,@poklaneNL @KazHiraiCEO haha,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:16 +0000 2015,"@CharlesMBlow Learned surgery at a early age, cut the metal belt buckle not the patient. Whew, I'm out. Our friend gave me ""Fire"".",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:16 +0000 2015,RT Visit and Enjoy World's #1 Live Sex Cam Website https://t.co/oJEvikoH6K #LiveJasmin #JasminSex #LiveSex #SexChat #CamSex #PornCams #XXX,LiveJasmin,,
,,JasminSex,,
,,LiveSex,,
,,SexChat,,
,,CamSex,,
,,PornCams,,
,,XXX,,
Mon Nov 09 21:01:16 +0000 2015,Heartless in Herald Square,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:16 +0000 2015,Ppl b workin two jobs just to see a band son,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:17 +0000 2015,"Yes, I am a Senior in High School. Yes, I still cut off the crust on my PB&J sandwiches.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:17 +0000 2015,Omg I want one https://t.co/vxNV1Oe63Z,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:17 +0000 2015,..........🐸☕️ https://t.co/dH0VClULEv,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:19 +0000 2015,ما حدش عنده صاروخ يؤجره لنا بالساعة نلفّ به لفّة ونفرقعه في آخر اللفة؟,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:19 +0000 2015,Shooting in the #WestVillage with @lobosworth for a feature coming out soon! Stay tuned ❤️🙏🏻… https://t.co/YSqVHk0zMY,WestVillage,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:19 +0000 2015,Yall can charge me with whatever you want. Just stick me in a cubicle w her next door,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:19 +0000 2015,Hate gettin outta character for irrelevance. If thats a word 😂😂,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:20 +0000 2015,@diplo nigga Wya?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:20 +0000 2015,Just a couple of names out of thousands. https://t.co/exTHxCRe7L,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:20 +0000 2015,"my mom has ZERO chill Raymour and Flanigan salesmen: we have a special financing promotion, would you like a brochure?  mom:do I look poor?",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:20 +0000 2015,this is terrifying @_flowerprince_ https://t.co/EjL5MpfAMF,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:21 +0000 2015,My kids are hilarious lmfao,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:22 +0000 2015,New @FurmanCenterNYU report examines the impacts of the new #421a program on housing #developement around #NYC: https://t.co/6oK2AFLXGS,421a,,
,,developement,,
,,NYC,,
,,,,
Mon Nov 09 21:01:22 +0000 2015,@swizzlr 👋🏽,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:24 +0000 2015,talk ab attitude 😳,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:24 +0000 2015,"cause i want you in the worst way, but i don't have a car. so you have to come and get me, to have me where you are.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:24 +0000 2015,Justin y Ed haciendo una canción juntos es lo mejor que han hecho DIOS  #LoveYourself,LoveYourself,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:25 +0000 2015,A Legend...and some ginger cunt  https://t.co/dz2PQqAi8N,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:25 +0000 2015,"@Tille_0428 depnde de la Calle, en Chinatown, little Italy, diría q como en un 10% de las calles pero recuerda q las aceras son amplias.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:25 +0000 2015,@Iyndis bless,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:26 +0000 2015,Hollywood X-Mas Parade SoapStar line-up https://t.co/VzX1GJwhYj @HlywdChristmas @DeidreHall @galengering @CW_network https://t.co/ZYWCK6TesR,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:26 +0000 2015,@NSassano with a nice meal from Huey's,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:27 +0000 2015,"Disabled vehicle, left lane blocked in #TheBronx:OnTheCrossBronxExpressway on I-95 NB at The Bronx River Pkwy, st... https://t.co/cLJ9IKJQWV",TheBronx,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:27 +0000 2015,@luke_brooks Luke follow me,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:28 +0000 2015,I fucks with these heavy 🔥🔥 @Follow_ThisGuy_ 👀👀 https://t.co/HFg6eRuIfA,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:29 +0000 2015,"good read about the perils of in and out network coverage stories, really highlights the problem: https://t.co/8EB03VaS5y",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:30 +0000 2015,@OGSnob @EliotShorrParks I want Sanchez to play the first half from now on. Let Bradford warm up and do his usual 2nd half thing,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:31 +0000 2015,"Like me, duhhhhh",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:31 +0000 2015,@doganoncel @eyupyildizz sivas a bagliyor,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:32 +0000 2015,Tue. 11/10: #Rachmaninoff Fest kick-off! NY Festival of Song @NYFOS_tweet presents jazz-era Rachmaninoff: https://t.co/nS5D6PvLkA,Rachmaninoff,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:32 +0000 2015,Oh the things I'd do to g eazy my god,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:33 +0000 2015,Ladies of @twEATs: your lattes ward off the afternoon scaries and generally make my world go round. Much ❤️ & 👊🏼. https://t.co/VQch87OBSO,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:34 +0000 2015,@sammywilk it's my moms favorite song... She's a Sammy girl 😂😂😂❤️❤️❤️,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:35 +0000 2015,@pprissccillaa well at least he has good taste,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:36 +0000 2015,Champagne & sunny skies. Shouldn't every Monday look like this? #bubbly #cheers #esb… https://t.co/F6ZySGTHLm,bubbly,,
,,cheers,,
,,esb,,
,,,,
Mon Nov 09 21:01:36 +0000 2015,ISLAND GROOVING with GENIE SWEETNESS on REGGAE KING RADIO        GROOVE WITH… https://t.co/XL8fcghVcF,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:37 +0000 2015,I could see this Unicorns horn beaming in Mad Square from the plane. ✨🦄✨ Heart is bursting! Love my… https://t.co/zKPBUz5qta,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:39 +0000 2015,"esta canción es hermosa, su voz, el ritmo, no puedo amarla más. y pensar que ya en 4 días tenemos el álbum, no puedo más. #LoveYourself",LoveYourself,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:39 +0000 2015,when he eats your pussy mad crazy >>>>,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:40 +0000 2015,you can watch @jack and the @square roadshow video  https://t.co/EgZhpu979T,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:41 +0000 2015,"Source to Pay Application Manager - Accenture: (#NewYork, NY) https://t.co/BdYIWBflUT #Job #Jobs #Hiring #CareerArc",NewYork,,
,,Job,,
,,Jobs,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 21:01:42 +0000 2015,@bobbya1984 man get them BO3 sweats and leave early sick...lol,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:43 +0000 2015,"""Dad, it would have hurt my grade more to not cut AP lit and not get my test corrections.""  ""It's the same. You broke the law haha"" #NUHUH",NUHUH,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:43 +0000 2015,No photo evidence but I just saw a pigeon flying around the @javitscenter. Hope he registered for #BDNY2015,BDNY2015,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:43 +0000 2015,My Rockstar nephews came to check me out!! #casillaskids #PoV52 https://t.co/6yUqGw2V7K,casillaskids,,
,,PoV52,,
,,,,
,,,,
Mon Nov 09 21:01:45 +0000 2015,@AJEnglish Hey.....  Touch and go's for a lifetime,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:46 +0000 2015,"Account Supervisor/Director - The Creative Group: (#Woodbridge, NJ) https://t.co/coRbFje4ej #BusinessMgmt #TheCreativeGroup #Job #Jobs",Woodbridge,,
,,BusinessMgmt,,
,,TheCreativeGroup,,
,,Job,,
,,Jobs,,
Mon Nov 09 21:01:48 +0000 2015,#LateUpload #Repost #Recap  With (@dj_passion256) of #coredjs In #NewYork #CoreDjMusicConference For… https://t.co/ll3gnsyIhH,LateUpload,,
,,Repost,,
,,Recap,,
,,coredjs,,
,,NewYork,,
,,CoreDjMusicConference,,
Mon Nov 09 21:01:48 +0000 2015,"🙈🙊 alguien? Prueba nuestros negritos de nutella, son un sueño✨⭐️☺️ #vitamíabakery #negritos #nutella #homemade https://t.co/nKQ0147prt",vitamíabakery,,
,,negritos,,
,,nutella,,
,,homemade,,
Mon Nov 09 21:01:49 +0000 2015,Kids 2nd prestige in my lobby almost 3rd wtf,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:49 +0000 2015,Pretty sure it would be bad if me & @marissamascolo_ could drive because we would be eating so much shit😂😂😂😂,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:51 +0000 2015,"let's drive, drive, drive, drive, drive.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:50 +0000 2015,Good evening from New York. Tree is now under cover for decorating. https://t.co/T0F5gKRz9J,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:51 +0000 2015,WATCH: Pentagon Plan to Close #Gitmo Due This Week - https://t.co/jW50lViuyU via .@foxandfriends w/@mjgranger1 @therealroseanne @AdamBaldwin,Gitmo,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:53 +0000 2015,Everybody out here getting healthy and I'm just like where's the free food?,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:56 +0000 2015,"I remember being young AF and watching the Pussycat Dolls video to Don't Cha and I was like damn, they look like hoes 😂😂😂",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:56 +0000 2015,When in NYC.... #Pizza #Brooklyn 🍕 @ Juliana's Pizza https://t.co/lohkt7piIO,Pizza,,
,,Brooklyn,,
,,,,
,,,,
Mon Nov 09 21:01:56 +0000 2015,"If you're a #Hospitality professional in #BayShore, NY, check out this #job: https://t.co/hpUbfZCDVl #Veterans #Hiring #CareerArc",Hospitality,,
,,BayShore,,
,,job,,
,,Veterans,,
,,Hiring,,
,,CareerArc,,
Mon Nov 09 21:01:56 +0000 2015,"@luke_brooks ""follows you"" is better at visiting ur profile",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:57 +0000 2015,"University of Missouri, these people amuse me! Some folks make it on their own and some want it handed to them!",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:57 +0000 2015,@YasmineMorenoo i am adele.. i been wit her since freshman year aka nam,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:57 +0000 2015,Dollar General Corporation #Retail #Job: STORE MANAGER (IN) https://t.co/A5q8E0m55H #Diversity #Veterans #Jobs https://t.co/7SVbus8Eok,Retail,,
,,Job,,
,,Diversity,,
,,Veterans,,
,,Jobs,,
Mon Nov 09 21:01:58 +0000 2015,@csdulaney1  https://t.co/ZOf7wpyFbB,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:58 +0000 2015,No love for Dalvin Cook?  Arguable the best RB in the country.  https://t.co/q0rVwBrcZW,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:01:59 +0000 2015,@PapiDeaux crispy! You know wtf I meant lmfao,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:00 +0000 2015,Floor being installed in the new #YellowHammerMG office! #Repost @noniche @ Yellowhammer Media Group https://t.co/ZtrkOtXSHc,YellowHammerMG,,
,,Repost,,
,,,,
,,,,
Mon Nov 09 21:02:01 +0000 2015,@matt_grcm31 didn't say they were right. didn't say they were wrong. just said they aren't miami biased. because they aren't.,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:01 +0000 2015,.@fresnorock Tá estreando pela 2ª vez aqui no #PavêNoMTVHits! UM LACREEEEEEE,PavêNoMTVHits,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:01 +0000 2015,@carmenriosss lmao stfu you live in paradise!!!!! 🌴☀️🌊🕶,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:01 +0000 2015,"@mimmikki @Jadelle1 QAL is fine, but fans are very very worried about a tour. They see his schedule filling up. Can't cover the US in 2 mos.",,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:02 +0000 2015,@rissferry where the fuck have you been,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:02 +0000 2015,love facetiming with Bentley 😂😂 https://t.co/2zbN01JaRH,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:02 +0000 2015,@tacobell 🌮 + 🍕,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:03 +0000 2015,@sarahhlar fuckin do it,,,
,,,,
,,,,
,,,,
Mon Nov 09 21:02:04 +0000 2015,THIS SATURDAY WE IN #LONGISLAND . #POLANCO LIVE .RESERVE WITH MR @canonmusicman @ Cross Bronx… https://t.co/qEnrBlmf3d,LONGISLAND,,
,,POLANCO,,
,,,,
,,,,
Mon Nov 09 21:02:04 +0000 2015,"You don't shout ""Allahu Akbar"" while shooting innocent children!!!!!! These men are savages! 😞  https://t.co/b4FrnxAwtt",,,
,,,,
,,,,
,,,,
